Strain_id	name	contigs	genome_length	cds	kingdom	phylum	class	order	family	genus	species	genome_status
169427.4	Paraburkholderia terricola strain LMG 20594	114	7321401	7214	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Paraburkholderia	Paraburkholderia terricola	WGS
169430.4	Paraburkholderia hospita strain LMG 20598	188	11200469	11627	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Paraburkholderia	Paraburkholderia hospita	WGS
1701573.3	Paraburkholderia piptadeniae strain STM 7183	281	9710046	10755	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Paraburkholderia	Paraburkholderia piptadeniae	WGS
1705310.3	Burkholderia sp. IDO3	90	7952930	8125	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia sp. IDO3	WGS
1736287.3	Burkholderia sp. Leaf177	26	6804288	6630	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia sp. Leaf177	WGS
1740162.3	Burkholderia sp. Bp5365	3	7287809	7284	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia sp. Bp5365	Complete
1740163.3	Burkholderia sp. Bp7605	2	5705688	5639	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia sp. Bp7605	Complete
1743157.3	Polynucleobacter sinensis strain MWH-HuW1	19	2318061	2396	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Polynucleobacter	Polynucleobacter sinensis	WGS
1743159.3	Polynucleobacter yangtzensis strain MWH-JaK3	42	2045211	2112	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Polynucleobacter	Polynucleobacter yangtzensis	WGS
1743163.3	Polynucleobacter sp. MWH-Feld-100 strain MWH-Feld-100	9	1975812	2062	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Polynucleobacter	Polynucleobacter campilacus	WGS
1743164.3	Polynucleobacter sp. MWH-K35W1 strain MWH-K35W1	37	2135084	2240	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Polynucleobacter	Polynucleobacter aenigmaticus	WGS
1743166.3	Polynucleobacter sp. MWH-EgelM1-30-B4 strain MWH-EgelM1-30-B4	5	2008240	2055	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Polynucleobacter	Polynucleobacter hirudinilacicola	WGS
1743167.3	Polynucleobacter sp. QLW-P1DATA-2	15	2172100	2241	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Polynucleobacter	Polynucleobacter sp. QLW-P1DATA-2	WGS
1743168.3	Polynucleobacter sp. QLW-P1FAT50C-4	1	2232205	2329	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Polynucleobacter	Polynucleobacter wuianus	Complete
1743169.3	Polynucleobacter sp. MWH-Weng1-1 strain MWH-Weng1-1	17	2042438	2160	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Polynucleobacter	Polynucleobacter sphagniphilus	WGS
1743172.3	Polynucleobacter sp. MWH-Creno-4B4	1	1613813	1616	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Polynucleobacter	Polynucleobacter sp. MWH-Creno-4B4	Complete
1755991.3	Burkholderia sp. A27 strain A27	28	7393089	7300	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia sp. A27	WGS
1758367.3	Polynucleobacter sp. FUKU-NW-11	14	1789076	1784	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Polynucleobacter	Polynucleobacter sp. FUKU-NW-11	WGS
1761016.3	Paraburkholderia caffeinilytica strain CF1	3	8324638	7887	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Paraburkholderia	Paraburkholderia caffeinilytica	Complete
1761774.3	Burkholderia sp. b13 strain B13	2	3579262	3586	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia sp. b13	WGS
1761775.3	Burkholderia sp. b14 strain B14	3	3653645	3823	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia sp. b14	WGS
1761778.3	Burkholderia sp. yr281	86	10306168	10261	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia sp. yr281	WGS
1761779.3	Burkholderia sp. yr520 strain YR520	79	7146134	6999	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia sp. yr520	WGS
1761899.3	Ralstonia sp. 25mfcol4.1	44	6337400	5897	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Ralstonia	Ralstonia sp. 25mfcol4.1	WGS
1770053.4	Burkholderia sp. JS23	32	5363581	5198	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia sp. JS23	WGS
1774745.3	Cupriavidus sp. UYMMa02A	307	8184122	11510	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Cupriavidus	Cupriavidus sp. UYMMa02A	WGS
1776288.4	Burkholderia sp. CCA53	4	6647893	6636	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia sp. CCA53	WGS
1795043.3	Burkholderia sp. PAMC 26561	7	7431919	7845	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia sp. PAMC 26561	Complete
1795874.3	Burkholderia sp. PAMC 28687	8	6881273	6943	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia sp. PAMC 28687	Complete
1796606.3	Cupriavidus nantongensis strain X1	3	7136420	6823	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Cupriavidus	Cupriavidus nantongensis	Complete
179879.4	Burkholderia anthina strain AZ-4-2-30-S1-D7	85	7195078	7154	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia anthina	WGS
1801989.3	Polynucleobacter sp. GWA2_45_21	19	2112926	2201	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Polynucleobacter	Polynucleobacter sp. GWA2_45_21	WGS
1808959.3	Candidatus Pandoraea novymonadis strain E262	6	1157259	1060	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Pandoraea	Candidatus Pandoraea novymonadis	WGS
1819727.3	Polynucleobacter sp. MWH-Adler-W8	24	2207389	2257	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Polynucleobacter	Polynucleobacter sp. MWH-Adler-W8	WGS
1819728.3	Polynucleobacter sp. MWH-CNW20-3	1	1724643	1772	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Polynucleobacter	Polynucleobacter sp. MWH-CNW20-3	Complete
1819733.3	Polynucleobacter sp. P1-KOL8	19	2165652	2211	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Polynucleobacter	Polynucleobacter sp. P1-KOL8	WGS
1836045.3	Burkholderia sp. CQ001	387	9192594	9370	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia sp. CQ001	WGS
1839756.4	Ralstonia sp. RL	255	5044821	4937	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Ralstonia	Ralstonia sp. RL	WGS
1855313.3	Cupriavidus sp. OV038	28	5961672	5463	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Cupriavidus	Cupriavidus sp. OV038	WGS
1855314.3	Cupriavidus sp. OV096	27	5960440	5467	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Cupriavidus	Cupriavidus sp. OV096	WGS
1855315.3	Cupriavidus sp. YR651	46	6960118	6654	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Cupriavidus	Cupriavidus sp. YR651	WGS
1855606.3	Polynucleobacter sp. MWH-Tro8-2-5-gr	27	2178845	2197	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Polynucleobacter	Polynucleobacter sp. MWH-Tro8-2-5-gr	WGS
1855726.3	Burkholderia sp. KK1 strain KK1	8	9715952	9769	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia sp. KK1	Complete
1855905.3	Polynucleobacter sp. MWH-UK1W16	7	1794830	1950	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Polynucleobacter	Polynucleobacter sp. MWH-UK1W16	WGS
1873884.3	Burkholderia sp. D7	5	11461141	11694	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia sp. D7	WGS
1873897.3	Cupriavidus sp. strain NP124	91	7414436	7317	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Cupriavidus	Cupriavidus sp.	WGS
1882750.3	Burkholderia sp. GAS332	3	10416547	9979	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia sp. GAS332	WGS
1882791.3	Burkholderia sp. CF099 strain CF099	3	10359601	10263	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia sp. CF099	WGS
1882792.3	Burkholderia sp. CF145	4	10860052	10947	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia sp. CF145	WGS
1882795.3	Burkholderia sp. OK233	3	10756907	10656	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia sp. OK233	WGS
1882796.3	Burkholderia sp. OK806	4	9083662	9024	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia sp. OK806	WGS
1882798.3	Burkholderia sp. YR277 strain YR277	4	10793882	10968	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia sp. YR277	WGS
1882799.3	Burkholderia sp. YR290	8	11302107	11378	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia sp. YR290	WGS
1888165.3	Burkholderia sp. DNA89	892	8137374	9334	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia sp. DNA89	WGS
1895806.3	Pandoraea sp. 64-18	24	4875685	4621	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Pandoraea	Pandoraea sp. 64-18	WGS
1904757.3	Burkholderia sp. CAMPA 1040 strain CAMPA 1040	82	8098134	8116	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia puraquae	WGS
190721.15	Ralstonia insidiosa strain WCHRI065437	39	6115292	5909	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Ralstonia	Ralstonia insidiosa	WGS
1926494.3	Paraburkholderia sp. SOS3	3	7502907	7326	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Paraburkholderia	Paraburkholderia sp. SOS3	Complete
1926878.4	Burkholderia sp. SRS-W-2-2016	109	7794110	7332	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia sp. SRS-W-2-2016	WGS
1938441.3	Burkholderia sp. Bk strain Bk	41	7337283	7078	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia sp. Bk	WGS
1938747.3	Burkholderia sp. JKS000303	6	8163853	8086	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia sp. JKS000303	WGS
1938798.3	Paraburkholderia sp. BL17N1	3	8654259	8526	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Paraburkholderia	Paraburkholderia sp. BL17N1	WGS
1938799.3	Paraburkholderia sp. BL18I3N2	74	8728202	8730	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Paraburkholderia	Paraburkholderia sp. BL18I3N2	WGS
1938801.3	Paraburkholderia sp. BL21I4N1	61	8443113	8055	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Paraburkholderia	Paraburkholderia sp. BL21I4N1	WGS
1938802.3	Paraburkholderia sp. BL23I1N1	4	9119610	9256	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Paraburkholderia	Paraburkholderia sp. BL23I1N1	WGS
1938804.3	Paraburkholderia sp. BL25I1N1	81	8733430	8726	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Paraburkholderia	Paraburkholderia sp. BL25I1N1	WGS
1938805.3	Paraburkholderia sp. BL27I4N3	3	8956177	8857	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Paraburkholderia	Paraburkholderia sp. BL27I4N3	WGS
1938807.3	Paraburkholderia sp. BL6669N2	3	9948636	10089	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Paraburkholderia	Paraburkholderia sp. BL6669N2	WGS
1938810.3	Paraburkholderia sp. RAU2J	4	8828924	8934	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Paraburkholderia	Paraburkholderia sp. RAU2J	WGS
1938814.3	Polynucleobacter sp. AP-Melu-1000-B4	11	1885561	1984	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Polynucleobacter	Polynucleobacter meluiroseus	WGS
1938815.3	Polynucleobacter sp. MWH-VicM1 strain MWH-VicM1	3	1626636	1638	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Polynucleobacter	Polynucleobacter sp. MWH-VicM1	WGS
1938816.3	Polynucleobacter sp. UB-Domo-W1	19	2002342	2058	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Polynucleobacter	Polynucleobacter sp. UB-Domo-W1	WGS
1938817.3	Polynucleobacter sp. VK13 strain VK13	37	2911239	2799	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Polynucleobacter	Polynucleobacter sp. VK13	WGS
1944648.3	blood disease bacterium A2-HR MARDI strain A2-HR MARDI	2	5089760	4882	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Ralstonia	blood disease bacterium A2-HR MARDI	WGS
1946396.3	Cupriavidus sp. UBA2010	36	6354817	5949	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Cupriavidus	Cupriavidus sp. UBA2010	WGS
1946397.3	Cupriavidus sp. UBA2027	17	4936573	4591	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Cupriavidus	Cupriavidus sp. UBA2027	WGS
1946398.3	Cupriavidus sp. UBA2526	34	6136159	5703	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Cupriavidus	Cupriavidus sp. UBA2526	WGS
1946399.3	Cupriavidus sp. UBA2534	41	6510383	6172	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Cupriavidus	Cupriavidus sp. UBA2534	WGS
1946757.3	Limnobacter sp. UBA1615	299	3065981	3221	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Limnobacter	Limnobacter sp. UBA1615	WGS
1946758.3	Limnobacter sp. UBA3355	323	3028098	3217	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Limnobacter	Limnobacter sp. UBA3355	WGS
1946759.3	Limnobacter sp. UBA3510	119	3181828	3164	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Limnobacter	Limnobacter sp. UBA3510	WGS
1946760.3	Limnobacter sp. UBA3528	57	3239844	3172	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Limnobacter	Limnobacter sp. UBA3528	WGS
1946761.3	Limnobacter sp. UBA6514	41	3276411	3165	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Limnobacter	Limnobacter sp. UBA6514	WGS
1946762.3	Limnobacter sp. UBA7229	24	3359232	3222	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Limnobacter	Limnobacter sp. UBA7229	WGS
1946763.3	Limnobacter sp. UBA7305	239	2924376	2984	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Limnobacter	Limnobacter sp. UBA7305	WGS
1946764.3	Limnobacter sp. UBA882	344	2969113	3216	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Limnobacter	Limnobacter sp. UBA882	WGS
1947076.3	Polynucleobacter sp. UBA2464	147	1391179	1710	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Polynucleobacter	Polynucleobacter sp. UBA2464	WGS
1947077.3	Polynucleobacter sp. UBA2650	123	1118793	1399	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Polynucleobacter	Polynucleobacter sp. UBA2650	WGS
1947078.3	Polynucleobacter sp. UBA655	173	1563429	1754	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Polynucleobacter	Polynucleobacter sp. UBA655	WGS
1947079.3	Polynucleobacter sp. UBA962	132	1682922	1958	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Polynucleobacter	Polynucleobacter sp. UBA962	WGS
1947373.3	Ralstonia sp. UBA689	48	5216173	5026	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Ralstonia	Ralstonia sp. UBA689	WGS
196367.6	Burkholderia sordidicola strain LMG 22029	72	6874511	6690	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Caballeronia	Caballeronia sordidicola	WGS
1970421.3	Polynucleobacter sp. 16-46-70	244	1155234	1486	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Polynucleobacter	Polynucleobacter sp. 16-46-70	WGS
1970425.3	Polynucleobacter sp. 35-46-11	768	3487516	4020	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Polynucleobacter	Polynucleobacter sp. 35-46-11	WGS
1970428.3	Polynucleobacter sp. 39-46-10	575	3252105	3674	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Polynucleobacter	Polynucleobacter sp. 39-46-10	WGS
1986993.3	Pandoraea sp. PE-S2T-3 strain PE-S2T-3	37	6176158	5512	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Pandoraea	Pandoraea sp. PE-S2T-3	WGS
1986994.3	Pandoraea sp. PE-S2R-1 strain PE-S2R-1	189	6227302	5712	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Pandoraea	Pandoraea sp. PE-S2R-1	WGS
198822.17	Candidatus Burkholderia kirkii strain UZHbot2	48	3914712	4983	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Paraburkholderia	Candidatus Paraburkholderia kirkii	WGS
2003587.3	Cupriavidus sp. NDB2Meth2	39	6349144	6005	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Cupriavidus	Cupriavidus sp. NDB2Meth2	WGS
2003588.3	Cupriavidus sp. NDB4MOL1	48	6901105	6566	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Cupriavidus	Cupriavidus sp. NDB4MOL1	WGS
2014535.3	Pandoraea sp. CB10b_02 strain CB10b_02	87	4840980	4638	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Pandoraea	Pandoraea sp. CB10b_02	WGS
2015344.3	Burkholderia sp. AU6039	52	8490258	8424	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia sp. AU6039	WGS
2015345.3	Burkholderia sp. AU15512	23	8210220	7995	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia sp. AU15512	WGS
2015346.3	Burkholderia sp. AU16482	30	7360955	7302	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia sp. AU16482	WGS
2015347.3	Burkholderia sp. AU16741	34	7293437	7276	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia sp. AU16741	WGS
2015348.3	Burkholderia sp. AU17325	104	9325364	9744	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia sp. AU17325	WGS
2015349.3	Burkholderia sp. AU17457	22	7618068	7559	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia sp. AU17457	WGS
2015350.3	Burkholderia sp. AU18528	28	7553139	7531	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia sp. AU18528	WGS
2015351.3	Burkholderia sp. AU27893	26	8583636	8555	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia sp. AU27893	WGS
2015352.3	Burkholderia sp. AU28863	30	7556028	7538	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia sp. AU28863	WGS
2015353.3	Burkholderia sp. AU31280	13	7710579	7629	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia sp. AU31280	WGS
2015354.3	Burkholderia sp. AU31652	24	8240112	8023	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia sp. AU31652	WGS
2015355.3	Burkholderia sp. AU33423	11	8328591	8200	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia sp. AU33423	WGS
2015356.3	Burkholderia sp. AU33647	36	8116481	8012	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia sp. AU33647	WGS
2015357.3	Burkholderia sp. AU33803	28	8017538	7963	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia sp. AU33803	WGS
2015358.3	Burkholderia sp. HI2500	28	8265377	8095	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia sp. HI2500	WGS
2015359.3	Burkholderia sp. HI2714	187	8937629	9132	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia sp. HI2714	WGS
2015360.3	Burkholderia sp. HI2761	34	7473667	7486	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia sp. HI2761	WGS
2015361.3	Burkholderia sp. HI4860	67	8256473	8224	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia sp. HI4860	WGS
2015562.3	Ralstonia sp. PBBBR1	22	5034226	4951	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Ralstonia	Ralstonia sp. PBBBR1	WGS
2020481.3	Burkholderia sp. 117	130	7224781	7761	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia sp. 117	WGS
2020482.3	Burkholderia sp. 129	107	7201137	7657	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia sp. 129	WGS
2020483.3	Burkholderia sp. 137	133	7304861	7867	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia sp. 137	WGS
2020484.3	Burkholderia sp. 136(2017) strain 136(2017) strain 136(2017) strain 136(2017)	126	7301764	7852	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia sp. 136(2017)	WGS
2026199.3	Paraburkholderia sp. BN5	8	8907716	8850	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Paraburkholderia	Paraburkholderia aromaticivorans	Complete
2027911.3	Cupriavidus sp. P-10	174	8983816	8683	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Cupriavidus	Cupriavidus sp. P-10	WGS
2029855.4	Polynucleobacter sp. strain UBA10164	25	2101013	2197	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Polynucleobacter	Polynucleobacter sp.	WGS
2030806.3	Burkholderiaceae bacterium strain NORP183	165	2651100	2688	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae		Burkholderiaceae bacterium	WGS
2053568.3	Lautropia sp. strain UBA9289	377	2107242	2684	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Lautropia	Lautropia sp.	WGS
2082394.3	Burkholderia sp. BE12	97	7472757	7360	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia sp. BE12	WGS
2126993.3	Paraburkholderia sp. C35	224	9705730	9548	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Paraburkholderia	Paraburkholderia sp. C35	WGS
2135496.3	Paraburkholderia sp. OV446	54	7257342	7133	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Paraburkholderia	Paraburkholderia sp. OV446	WGS
2135497.3	Paraburkholderia sp. OV555	62	6321374	6198	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Paraburkholderia	Paraburkholderia sp. OV555	WGS
2135498.3	Paraburkholderia sp. PDC91	68	7675111	7397	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Paraburkholderia	Paraburkholderia sp. PDC91	WGS
2135499.3	Ralstonia sp. GV074	37	4811282	4655	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Ralstonia	Ralstonia sp. GV074	WGS
2135695.3	Paraburkholderia sp. GV052	43	7284992	7042	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Paraburkholderia	Paraburkholderia sp. GV052	WGS
